1;0.71
1;0.70
2;0.69
2;0.67
3;0.66
3;0.63
4;0.61
4;0.56
5;0.55
5;0.50
6;0.48
6;0.53
7;0.47
7;0.50
8;0.45
8;0.46
9;0.46
9;0.45
10;0.48
10;0.45
11;0.50
11;0.48
12;0.49
12;0.46
13;0.45
13;0.46
14;0.49
14;0.49
15;0.46
15;0.47
16;0.45
16;0.50
17;0.44
17;0.44
18;0.43
18;0.43
19;0.43
19;0.41
20;0.38
20;0.38
21;0.35
21;0.44
22;0.39
22;0.36
23;0.39
23;0.41
24;0.38
24;0.35
25;0.38
25;0.38
26;0.34
26;0.34
27;0.38
27;0.35
28;0.36
28;0.39
29;0.36
29;0.37
30;0.34
30;0.34
31;0.34
31;0.32
32;0.37
32;0.32
33;0.36
33;0.32
34;0.36
34;0.29
35;0.31
35;0.33
36;0.37
36;0.32
37;0.31
37;0.33
38;0.35
38;0.31
39;0.35
39;0.30
40;0.29
40;0.33
41;0.27
41;0.27
42;0.29
42;0.32
43;0.30
43;0.33
44;0.30
44;0.32
45;0.28
45;0.28
46;0.33
46;0.28
47;0.31
47;0.32
48;0.32
48;0.27
49;0.32
49;0.29
50;0.29
50;0.26
51;0.28
51;0.26
52;0.30
52;0.30
53;0.31
53;0.24
54;0.24
54;0.26
55;0.29
55;0.31
56;0.28
56;0.28
57;0.28
57;0.27
58;0.28
58;0.30
59;0.25
59;0.24
60;0.29
60;0.32
61;0.24
61;0.26
62;0.24
62;0.25
63;0.26
63;0.29
64;0.23
64;0.29
65;0.25
65;0.22
66;0.25
66;0.26
67;0.28
67;0.25
68;0.25
68;0.32
69;0.23
69;0.26
70;0.27
70;0.25
